epoch,step,train_loss,eval_loss,train_accuracy,eval_accuracy
0.010121457489878543,10,0.6920056343078613,,,
0.020242914979757085,20,0.6799639701843262,,,
0.030364372469635626,30,0.6035647392272949,,,
0.04048582995951417,40,0.4085839748382568,,,
0.05060728744939271,50,0.28961384296417236,,,
0.06072874493927125,60,0.11940094232559204,,,
0.0708502024291498,70,0.2757089614868164,,,
0.08097165991902834,80,0.21413254737854004,,,
0.09109311740890688,90,0.12952427864074706,,,
0.10121457489878542,100,0.07378881573677062,,,
0.11133603238866396,110,0.2778636932373047,,,
0.1214574898785425,120,0.12325023412704468,,,
0.13157894736842105,130,0.0838797926902771,,,
0.1417004048582996,140,0.0869903564453125,,,
0.15182186234817813,150,0.007608195394277572,,,
0.16194331983805668,160,0.2154547691345215,,,
0.1720647773279352,170,0.18691898584365846,,,
0.18218623481781376,180,0.07541098594665527,,,
0.19230769230769232,190,0.40634765625,,,
0.20242914979757085,200,0.03189409673213959,,,
0.2125506072874494,210,0.1590227484703064,,,
0.22267206477732793,220,0.11955461502075196,,,
0.23279352226720648,230,0.25156302452087403,,,
0.242914979757085,240,0.11385624408721924,,,
0.25303643724696356,250,0.013794086873531342,,,
0.2631578947368421,260,0.09668782353401184,,,
0.2732793522267207,270,0.1852806806564331,,,
0.2834008097165992,280,0.0654678225517273,,,
0.2935222672064777,290,0.08022131919860839,,,
0.30364372469635625,300,0.2663437366485596,,,
0.31376518218623484,310,0.29613499641418456,,,
0.32388663967611336,320,0.05480150580406189,,,
0.3340080971659919,330,0.019453553855419158,,,
0.3441295546558704,340,0.1012407660484314,,,
0.354251012145749,350,0.060728812217712404,,,
0.3643724696356275,360,0.29948112964630125,,,
0.37449392712550605,370,0.007497826218605041,,,
0.38461538461538464,380,0.14609131813049317,,,
0.39473684210526316,390,0.17760326862335205,,,
0.4048582995951417,400,0.004699506610631943,,,
0.4149797570850202,410,0.059549421072006226,,,
0.4251012145748988,420,0.13494749069213868,,,
0.4352226720647773,430,0.14632512331008912,,,
0.44534412955465585,440,0.051432812213897706,,,
0.45546558704453444,450,0.12445045709609985,,,
0.46558704453441296,460,0.19407013654708863,,,
0.4757085020242915,470,0.08066491484642029,,,
0.48582995951417,480,0.06917334198951722,,,
0.4959514170040486,490,0.04980880916118622,,,
0.5060728744939271,500,0.12626864910125732,,,
0.5161943319838057,510,0.0028092285618186,,,
0.5263157894736842,520,0.1528335690498352,,,
0.5364372469635628,530,0.02783646285533905,,,
0.5465587044534413,540,0.2452913761138916,,,
0.5566801619433198,550,0.10101450681686401,,,
0.5668016194331984,560,0.005298750475049019,,,
0.5769230769230769,570,0.062082993984222415,,,
0.5870445344129555,580,0.13755929470062256,,,
0.597165991902834,590,0.07693255543708802,,,
0.6072874493927125,600,0.06468332409858704,,,
0.6174089068825911,610,0.06344925761222839,,,
0.6275303643724697,620,0.06929097771644592,,,
0.6376518218623481,630,0.09156413078308105,,,
0.6477732793522267,640,0.04365213215351105,,,
0.6578947368421053,650,0.04678584933280945,,,
0.6680161943319838,660,0.001760282926261425,,,
0.6781376518218624,670,0.12663918733596802,,,
0.6882591093117408,680,0.1355206251144409,,,
0.6983805668016194,690,0.07350107431411743,,,
0.708502024291498,700,0.12155780792236329,,,
0.7186234817813765,710,0.17044556140899658,,,
0.728744939271255,720,0.002360103093087673,,,
0.7388663967611336,730,0.18954488039016723,,,
0.7489878542510121,740,0.0034306850284337997,,,
0.7591093117408907,750,0.06383624076843261,,,
0.7692307692307693,760,0.011105876415967941,,,
0.7793522267206477,770,0.08256410360336304,,,
0.7894736842105263,780,0.030089786648750304,,,
0.7995951417004049,790,0.18184443712234497,,,
0.8097165991902834,800,0.002093498595058918,,,
0.819838056680162,810,0.0015506700612604619,,,
0.8299595141700404,820,0.007077647745609284,,,
0.840080971659919,830,0.015512916445732116,,,
0.8502024291497976,840,0.09341374635696412,,,
0.8603238866396761,850,0.06367491483688355,,,
0.8704453441295547,860,0.04348105192184448,,,
0.8805668016194332,870,0.08741766810417176,,,
0.8906882591093117,880,0.044023171067237854,,,
0.9008097165991903,890,0.0028077423572540282,,,
0.9109311740890689,900,0.03720995485782623,,,
0.9210526315789473,910,0.10402041673660278,,,
0.9311740890688259,920,0.001117436308413744,,,
0.9412955465587044,930,0.0032601527869701385,,,
0.951417004048583,940,0.1511223077774048,,,
0.9615384615384616,950,0.005388195440173149,,,
0.97165991902834,960,0.00100216306746006,,,
0.9817813765182186,970,0.000818440318107605,,,
0.9919028340080972,980,0.00240635983645916,,,
1.0,988,,0.04943355545401573,,0.9913924050632912
1.0020242914979758,990,0.03975844383239746,,,
1.0121457489878543,1000,0.08421707153320312,,,
1.0222672064777327,1010,0.09452826380729676,,,
1.0323886639676114,1020,0.03242859542369843,,,
1.04251012145749,1030,0.06966964006423951,,,
1.0526315789473684,1040,0.000978751201182604,,,
1.062753036437247,1050,0.0007875258103013039,,,
1.0728744939271255,1060,0.1562608599662781,,,
1.082995951417004,1070,0.0008831462822854519,,,
1.0931174089068827,1080,0.0010608359239995479,,,
1.1032388663967612,1090,0.001186834741383791,,,
1.1133603238866396,1100,0.0008243859745562076,,,
1.123481781376518,1110,0.004447273910045624,,,
1.1336032388663968,1120,0.0006334709469228983,,,
1.1437246963562753,1130,0.08675947189331054,,,
1.1538461538461537,1140,0.08133615255355835,,,
1.1639676113360324,1150,0.0014560315757989883,,,
1.174089068825911,1160,0.027683943510055542,,,
1.1842105263157894,1170,0.0011092903092503547,,,
1.194331983805668,1180,0.0009008558467030525,,,
1.2044534412955465,1190,0.021695305407047272,,,
1.214574898785425,1200,0.016503144800662995,,,
1.2246963562753037,1210,0.0007134007290005683,,,
1.2348178137651822,1220,0.0005422019865363836,,,
1.2449392712550607,1230,0.0004338775761425495,,,
1.2550607287449393,1240,0.0005786489695310592,,,
1.2651821862348178,1250,0.11448415517807006,,,
1.2753036437246963,1260,0.0005833023693412543,,,
1.285425101214575,1270,0.0010498611256480217,,,
1.2955465587044535,1280,0.0008194098249077797,,,
1.305668016194332,1290,0.021942628920078276,,,
1.3157894736842106,1300,0.0006213357206434012,,,
1.325910931174089,1310,0.06976732611656189,,,
1.3360323886639676,1320,0.0004386924672871828,,,
1.3461538461538463,1330,0.12380850315093994,,,
1.3562753036437247,1340,0.0006191065534949302,,,
1.3663967611336032,1350,0.0005352932028472423,,,
1.376518218623482,1360,0.0005432042293250561,,,
1.3866396761133604,1370,0.08050949573516845,,,
1.3967611336032388,1380,0.07971863746643067,,,
1.4068825910931175,1390,0.00800948366522789,,,
1.417004048582996,1400,0.00043895067647099496,,,
1.4271255060728745,1410,0.07112839818000793,,,
1.4372469635627532,1420,0.0005577153526246548,,,
1.4473684210526316,1430,0.0003492860123515129,,,
1.45748987854251,1440,0.0003681106027215719,,,
1.4676113360323888,1450,0.0003465145826339722,,,
1.4777327935222673,1460,0.06637523174285889,,,
1.4878542510121457,1470,0.0003189564449712634,,,
1.4979757085020242,1480,0.0004103634972125292,,,
1.5080971659919027,1490,0.00032383769284933807,,,
1.5182186234817814,1500,0.0008468629792332649,,,
1.52834008097166,1510,0.09183032512664795,,,
1.5384615384615383,1520,0.0017288733273744584,,,
1.548582995951417,1530,0.00040917638689279555,,,
1.5587044534412957,1540,0.09233146905899048,,,
1.568825910931174,1550,0.0007827961817383766,,,
1.5789473684210527,1560,0.00033424959983676674,,,
1.5890688259109311,1570,0.00031798589043319225,,,
1.5991902834008096,1580,0.0003535095602273941,,,
1.6093117408906883,1590,0.07658634185791016,,,
1.6194331983805668,1600,0.014086388051509857,,,
1.6295546558704452,1610,0.0861628770828247,,,
1.639676113360324,1620,0.1338057518005371,,,
1.6497975708502024,1630,0.00036070691421627996,,,
1.6599190283400809,1640,0.0004136115778237581,,,
1.6700404858299596,1650,0.0003595721209421754,,,
1.680161943319838,1660,0.00034857520367950203,,,
1.6902834008097165,1670,0.0003540978766977787,,,
1.7004048582995952,1680,0.0016213838011026383,,,
